date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:03:07	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2017%20Aug%202021%2008:01:49%20GMT	https://www.thehandcarry.co.in/fonts/fontawesome-webfont.eot?v=4.4.0	M:/New%20folder%20(4)/thehendcarry/www.thehandcarry.co.in/fonts/fontawesome-webfont93e3.eot	(from https://www.thehandcarry.co.in/css/font-awesome.min.css)
23:03:07	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2017%20Aug%202021%2008:01:49%20GMT	https://www.thehandcarry.co.in/fonts/fontawesome-webfont.eot?	M:/New%20folder%20(4)/thehendcarry/www.thehandcarry.co.in/fonts/fontawesome-webfontd41d.eot	(from https://www.thehandcarry.co.in/css/font-awesome.min.css)
23:03:08	64464/64464	---M--	200	added ('OK')	font/woff2	date:Tue,%2017%20Aug%202021%2008:02:03%20GMT	https://www.thehandcarry.co.in/fonts/fontawesome-webfont.woff2?v=4.4.0	M:/New%20folder%20(4)/thehendcarry/www.thehandcarry.co.in/fonts/fontawesome-webfont93e3.woff2	(from https://www.thehandcarry.co.in/css/font-awesome.min.css)
23:03:08	81284/81284	---M--	200	added ('OK')	font/woff	date:Tue,%2017%20Aug%202021%2008:02:00%20GMT	https://www.thehandcarry.co.in/fonts/fontawesome-webfont.woff?v=4.4.0	M:/New%20folder%20(4)/thehendcarry/www.thehandcarry.co.in/fonts/fontawesome-webfont93e3.woff	(from https://www.thehandcarry.co.in/css/font-awesome.min.css)
23:03:09	138204/138204	---M--	200	added ('OK')	font/ttf	date:Tue,%2017%20Aug%202021%2008:01:56%20GMT	https://www.thehandcarry.co.in/fonts/fontawesome-webfont.ttf?v=4.4.0	M:/New%20folder%20(4)/thehendcarry/www.thehandcarry.co.in/fonts/fontawesome-webfont93e3.ttf	(from https://www.thehandcarry.co.in/css/font-awesome.min.css)
23:03:10	355981/355981	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2017%20Aug%202021%2008:02:05%20GMT	https://www.thehandcarry.co.in/fonts/fontawesome-webfont.svg?v=4.4.0	M:/New%20folder%20(4)/thehendcarry/www.thehandcarry.co.in/fonts/fontawesome-webfont93e3.svg	(from https://www.thehandcarry.co.in/css/font-awesome.min.css)
23:03:11	35672/35672	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Aug%202021%2008:01:20%20GMT	https://www.thehandcarry.co.in/img/footer-bg.png	M:/New%20folder%20(4)/thehendcarry/www.thehandcarry.co.in/img/footer-bg.png	(from https://www.thehandcarry.co.in/css/theme.css)
23:03:11	583/583	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Mar%202022%2022:07:45%20GMT	https://www.thehandcarry.co.in/img/logo-footer.png	M:/New%20folder%20(4)/thehendcarry/www.thehandcarry.co.in/img/logo-footer.png	(from https://www.thehandcarry.co.in/css/theme.css)
23:03:12	2956/2956	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2017%20Aug%202021%2008:03:46%20GMT	https://www.thehandcarry.co.in/fonts/flaticon/flaticon.eot	M:/New%20folder%20(4)/thehendcarry/www.thehandcarry.co.in/fonts/flaticon/flaticon.eot	(from https://www.thehandcarry.co.in/fonts/flaticon/flaticon.css)
23:03:12	1948/1948	---M--	200	added ('OK')	font/woff	date:Tue,%2017%20Aug%202021%2008:03:49%20GMT	https://www.thehandcarry.co.in/fonts/flaticon/flaticon.woff	M:/New%20folder%20(4)/thehendcarry/www.thehandcarry.co.in/fonts/flaticon/flaticon.woff	(from https://www.thehandcarry.co.in/fonts/flaticon/flaticon.css)
23:03:13	2788/2788	---M--	200	added ('OK')	font/ttf	date:Tue,%2017%20Aug%202021%2008:03:49%20GMT	https://www.thehandcarry.co.in/fonts/flaticon/flaticon.ttf	M:/New%20folder%20(4)/thehendcarry/www.thehandcarry.co.in/fonts/flaticon/flaticon.ttf	(from https://www.thehandcarry.co.in/fonts/flaticon/flaticon.css)
23:03:13	20388/20388	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2017%20Aug%202021%2008:03:48%20GMT	https://www.thehandcarry.co.in/fonts/flaticon/flaticon.svg	M:/New%20folder%20(4)/thehendcarry/www.thehandcarry.co.in/fonts/flaticon/flaticon.svg	(from https://www.thehandcarry.co.in/fonts/flaticon/flaticon.css)
23:03:13	583/583	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Mar%202022%2022:07:45%20GMT	https://www.thehandcarry.co.in/assets/loader/img/browser.png	M:/New%20folder%20(4)/thehendcarry/www.thehandcarry.co.in/assets/loader/img/browser.png	(from https://www.thehandcarry.co.in/assets/loader/css/loader.css)
23:03:14	116/116	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Aug%202021%2008:03:59%20GMT	https://www.thehandcarry.co.in/assets/owl-carousel/grabbing.png	M:/New%20folder%20(4)/thehendcarry/www.thehandcarry.co.in/assets/owl-carousel/grabbing.png	(from https://www.thehandcarry.co.in/assets/owl-carousel/owl.carousel.css)
23:03:14	1517/1517	---M--	200	added ('OK')	image/gif	date:Tue,%2017%20Aug%202021%2008:03:59%20GMT	https://www.thehandcarry.co.in/assets/owl-carousel/AjaxLoader.gif	M:/New%20folder%20(4)/thehendcarry/www.thehandcarry.co.in/assets/owl-carousel/AjaxLoader.gif	(from https://www.thehandcarry.co.in/assets/owl-carousel/owl.theme.css)
